score,content
5,terimakasih atas adanya aplikasi living
5,aplikasnya nyaman aman
1,"ketika pin salah 3 kali dan ke blokir ndk bisa tarik tunai atau transfer uang Maklum,semua bank seperti itu belum ada kartu fisik kartu debit belum bisa rubah pin di apk livin,pas sudah ke KCP Mandiri terdekat Malah di surh Upgrade KTP Tolong lah Di updte lagi biar ndk di persulit."
1,livinn bodoh tidak berguna bisa bisanya kenak transaksi reversal saldo sudah dikirim Namn tidak masuk pelayanan mandiri sangat jelek
5,bgus
3,sering harus update sering ga bisa buka pada waktu yg dibutuhkan
1,"ini gmna akun saya gabisa masuk , masuk harus ada 16 digit nomor kartu sedangkan saya buat tanpa kartu"
5,mempermudah segalanya thanks
5,pelayanan sangat baik
5,pelayanan mantap
5,untuk saat ini ok
5,👍
5,setelah update agak lemot
5,bagus
5,Aplikasi yang multifungsi dan gak ribet cara menggunakannya serta aman dalam transaksi
1,sangat lambat d download
5,Mantab
4,"Kalau minta update suka maksa, ga bisa pilih nanti"
5,mantap
5,sangat bagus
5,mantap
1,"dikit"" minta up grade😬"
5,"kenapa ya ini sd di update tapi ngak bisa,mau transaksi mau update terus"
3,"Setelah di update ko malah force close ya? Mana aku cuman bisa ngandelin Livin, belum punya kartu atmnya"
5,bagus banget 🙏
5,Transaksi mudah dan sangat gampang dimengerti...
5,"apliaksi sangat membantu, memudahkan"
3,kenapa livin tidak bisa diakses. baru 1 bulan kekantor mandiri untuk membuka livin. dan sekarang g bisa diakses lagi
5,semua transaksi sìmple
4,sangat mempermudah.
5,bagus
2,mohon upgrade aplikasi nya di percepat
1,knp ga bisa login ya padahal udah masukin kode ootp nya setelah masukin kode langsung kembali ke masukin nomor kartu
5,baguss
4,loadingnya lama
5,mantap
5,Banyak membantu dan mempermudah urusan bisnis maupun urusan apapun.
5,Baguss
5,good
3,livin by mandiri tidak bisa dibuka .sampai menu buka pengaturan bolak balik tidak bisa dibuka apa harus CS
5,Lengkap & mudah
5,Sdh selsai terimakasih TDK ada kendala lg
5,aplikasi ini sangat sangat membantu dan tolong ditingkatkan lagi
5,tampilannya bagus
5,Alhamdulillah sangat terbantu untuk kelancaran & kemajuan transaksi usaha dagang saya & keluarga. keep moving forward
5,mantap
5,semua bagus sangat2 membantu
5,good
2,Aplikasi sering update ahirnya bermasalah dan ke bank dan penanganan CS lama sekali apalagi di daerah
5,proses cepat
5,pelayanannya bagus
5,"bagus sekali, tampilan kekinian, warna yang soft enak dilihat, memudahkan dalam mencari fitur2 yang dibutuhkan"
2,sgat membantu
4,puas
2,kenapa tidak bisa dibuka dihp Oppo ya
5,mantap
1,amplikasi kok selalu harus di update ulang EMG gak biasa sekali update pakai selamanya padahal aktif trus
5,bagus dan terpercaya
5,"Bagus,gampang diingatkan"
3,maaf min kok kartu saya belum kunjung tiba
5,transaksi Livin sangat membantu
4,mantap
5,bagus appsnya
3,ini bumn apa semuanya gini ya serba ribet. update melulu tp kyk gak ada peningkatan dan efek positif nya. kalo bukan karena kewajiban dr perusahaan udah uninstal ni apk.
5,pelayanan CS ramah dan interaktif
5,"efisien, tampilan yang lebih menarik. sangat mudah dimengerti untuk semua kalangan usia"
5,sangat memuaakan
5,apk nya asli keren bangt mudah di gunakan
5,mempermudah
5,aplikasi nya sangat bagus dan berguna banget
5,oke
5,good
5,dengan mengunakan livin by mandiri ini sya jd mudah dalam bertransaksi.trimakasih mandiri
5,penanganan keluhan cepat
5,bagus pelayanannya
5,good
5,mantap
5,sangat membantu sekali..
5,Very good
1,"saya berganti ke handphone baru, yg jelas jelan android nya lebih baik dari hp sebelumnya hp yg saya pakai sudah android 15 sedangkan di yg sebelumnya baru 12 anehnya baru setiap masuk Livin tulisannya ga hp anda tidak support Livin kok lucu sekali padahal flatfom lain bisa di pakai Livin ko apk nya nge bug"
5,banyak kemudahan yg didapat
1,aplikasi tidak bisa dibuka kenapa ya
2,cukup mongedankan. insya Allah barokah Amin
1,"ada notif d suruh update,bgitu d klik trnyata gk bsa update dg alasan perangkat tdk kompatibel ktanya btw hp sya android OS 11 knp gk bsa update min kasih bintang 1 dlu lah"
5,Semakin memberikan kemudahan dan keuangan betul betul ada ditangan pengguna tidak pakai ribet dan tidak pakai lemot.
5,sangat luar biasa
5,cukup baik
5,like
5,bagus dan memuaskan
1,atm sering eror
5,bagus banget saya sangat terbantu
1,"sering eror saat malam hari padahal keadaan darurat, hampir setiap malam terulang!!"
5,sangat baik
4,kalo login suka keluar sendiri dan pemeliharaan terlalu lama bisa berjam-jam
1,ga bisa transaksi tengah malam pemeliharaan Mulu
1,tiap hari perawatan kayak cewek aja tapi masih sama saja .. apa yang bikin biki softwear nya yang goblog yaa ...tidak mungkin juga
1,"Coba kaka, Perbarui aplikasi nya login Ganti nomor telpon, Tpi Harus skil wajah kita kaka,biar yg enggak ada kartu nya bisa login Kaka TOLONG PERBAIKI KAKA KASIH YG ENGGAK PUNYA KARTU, AKUN NYA KELUAR SENDIRI DIAPLIKASI TOLONG PERBAIKI BIAR BISA LOGIN DGN NOMOR HP AJA, BIAR ENGGAK SUSAH KALAU LAGI DIMANA"" LOGIN KALAU LAGI TINGGAL KARTU KREDIT NYA KAKA LAGIAN JUGA KALAU PAKAI NOMOR SIMPEL KAKA, MASUK NOMORNYA NANTI ADA KODE NYE, SAMA SKIN WAJAH BIAR ENGGAK RIBET BANTUANNYA KAKA 🙏🙏🙏"
1,knpa transaksi tidak bisa trus
1,"Sering banget transaksi gagal sering banget gangguan heran sinyal bagus juga,disaat lagi butuh banget sering banget gagal mulu transaksinya"
1,"maintenance setiap malam tolong segere diperbaiki, ini sangat menggangu transaksi dalam pekerjaan saya"
1,"payroll kek sampah!!!! gua kaga mau download klo gak di suruh perusahaan, gangguan nya lama banget pada becus kerja kaga sih?"
5,sangat membantu buat kebutuhan
1,sering update di saat yang tidak tepat.klo maintenance jgn lama2 kasian orang yg lg transaksi pembayaran payment.contoh lg di pom bensin atau di swalayan
3,isi saldo dana kenapa tidak bisa bisa.malah nomor tidak dikenali.aneh banget ini aplikasi
5,Oky bsu cair yukkk
1,ga bisa masuk akun
5,oke
5,ok
1,"Aplikasi jelekk, eror terus setiap hari"
2,"kesekian kali nya dibikin ribet dan dibikin malu sama livin. terlalu banyak dan sering maitenance pemeliharaan, mengganggu transaksi."
5,mantap pelayanan baik.
5,bagus
5,"Dengan Living by Mandiri, urusan jadi lancar"
5,"kenapa dari tadi pagi gak bisa dibuka livin by mandiri saya,,, padahal kemarin"" bisa dibuka"
1,kalo Uda malam aplikasi tidak berguna disaat ingin menggunakan
5,Simple dan mudah
5,pokoknya mantep serbaguna
5,good apk
1,"Mau nya apa sih, gua di suruh update setelah di update, perintah buka setelah di buka minta update, gitu terus berulang ulang, gila Emang hampir tiap bulan update terus."
5,bagus dan sangat membantu dalam setiap transaksi pembayaran
5,livin saya gak bisa masuk saya bingung mesti ngadu kemna kalo lewat online untuk le kantor bang mandiri di tempat saya sangat jauh
4,sangat membantu untuk transaksi
4,"hari ini aku apdet lagi tp GK bisa buat transfer,haduuh makin ribet"
5,ok
5,knpa sering log out sendiri?
1,"Terlalu bawel aplikasi nya, kalo aksesibilitas aktif sering kena RPT02/RPT 07"
2,aplikasi awalnya bisa di pake setelah di update sudah tidak bisa perangkat saya dianggap tidak memenuhi kriteria 🤭
2,buruk. semenjak update aplikasi malah loading lama.
5,semakin bagus kedepanya
1,Sepertinya ada penipu yang mengakses email mandiri.
5,"banyak fitur yg sangat membantu, semoga kedepan lebih baik lg,,,👍"
1,"maaf ini aplikasi fungsinya buat apa, daftar susah banget, padahal udah punya rekening ada kartu ATM juga, udah di foto berkali-kali juga tapi ga bisa2"
5,good
3,dalam beberapa hari ini mau buka lyvin nya selalu gak bisa alias keluar sendiri
5,ya bagus saya sangat terbantu sekali
2,RIBET
5,bagus pelayanan livin' by mandiri
4,update mulu ih kesel
1,setelah update mlah bikin susah apk nggak bisa di buka
5,apl bagus
5,mantap
5,mempermudah segala hal transaksi👍
5,memudahkan transaksi
5,saya sangat puas
3,login nya sulit
1,"ini aplikasi gajelas, suruh masukin ulang data sumpah gajelas!!!!"
5,tolong agar bisa ganti nomer tanpa ke cabang mandiri terimakasih sebelumnya
1,"aplikasi tdk bisa di buka ,stuck di loading depan"
5,mantullll
5,simple dan mudah
1,"setelah di update makin lalot makin bobrok saja ini padahal jaringan bagus , mau login susah setengah mati !!!"
5,Keren Sekali 🙏
4,"PDAM di sukoharjo belum ada, mau bayar lewat aplikasi ini belum bisa."
1,aplikasi sangat tidak rekom sering eroro dan sering tidan dapat di gunakan
3,notif transaksi keluar masuk ga nongol telat.. ga kaya BRImo sama Bca. bagus
5,keren
5,bagus mudah buat tarik tunai
5,Aplikasi sangat bermanfaat dan mempermudah tf
5,pokoknya TOP banget
1,main bekuin saldo seenaknya sendiri..
5,bagus
5,"sangat terbantu dgn aplikasi ini di manapun kita berada, luar biasa pokoknya the best menurut saya."
1,habis di update tambah lëmot
5,Memudahkan
5,aman dan terpercaya
5,baik.. membantu..
5,"bagus, pertingkatkan lagi kinerjanya"
2,"aplikasi saya tidak bisa dibuka ketika menggunakan wifi indihome, tapi kalo pake kuota data bisa , biasanya normal kenapa ini"
5,keren banget
5,sistem keamanan cukup akurat. transaksi yang di lakukan selektif sehingga melindungi nasabah
5,sangat memuaskan
5,mantap
5,sangat bagus
5,Ok
2,Sering diperbaharui terus 😌
5,"mantab, hidup makin mudah"
5,sangat berguna😊
5,memuaskan
5,mantap.👍
5,mantapppp
1,tampilan kartu kredit ngk ada padahal gajian Lewa living kalah sama pinjol mudah penawaran
5,good
5,"Dengan menggunakan Livin, Kami Merasa mendapat berbagai kenyamanan dan kemudahan untuk urusan keuangan dengan bank dan kolega. Terimakasih Livin by Mandiri"
5,gimana cara nya bikin banking mandiri secara online lewat aplikasi livin
1,"Makin di perbaharui makin buram menunya,kartu ATM tiba-tiba terblokir sendiri tanpa digunakan,Logonya pakai Livin segala, kenapa gak Bank mandiri aja.kan jelas, orang Indonesia taunya Bank mandiri."
5,puas dengan aplikasnya
5,penggunaan livin cukup bagus selama ini trims
5,"Aplikasi sangat membantu,setelah update, aplikasi malah error 😡"
5,pokoknya Klo ada Livin semua masalahmu bisa cepat terselesaikan
5,sangat puas
2,lebih murah
5,memudahkan dalam segala transaksi..
5,"aplikasi baking bank mandiri yg super lengkap mudah dan simple serta sangat bagus tampilannya, dapat melakukan transaksi apapun dalam satu apps, dalam tidak ada issue masalah sejauh ini, apps yg sangat aman dalam melakukan transaksi finansial dan terbaik utk saat ini👍👍👍"
5,bagus sangat membatu
1,"lebih bagus bank digital lain sih ga harus tetepin tadi coba coba masukin 50k, jadi semua disana ga bisa di apa apain. bank digital lain bisa"
5,mantab bos q
5,memuaskan
5,bisa langsung tau kalo kita butuhkn
5,lebih cepat bila ingin transfer bila ada keperluan
3,"setengah update aplikasi nya tidak bisa masuk keakun Livin, sudh berpa kali coba login, muncul terus layanan sistem tidak tersedia"
1,jelekkkk
4,agak repot krn sering minta update padahal memory hp sdh mau empty
3,untuk yang update 3.0.0 dihp saya poco f2 pro selalu force close di update sebelumnya aman
5,sejqk pke livin transaksi jd semakin lancar engga ribet pula
4,Bagus trmksh 🙏🙏🙏
5,menyelesaikan setiap permasalahan perbankan pribadi. 🥰👌
5,mudah untuk pembayaran apa saja
5,apk bagus dan rekomendasi untuk pencarian pembayaran melalui m banking
4,"maff ya aq kasih bintang 4. sebenarnya nya aplikasinya bagus bngt. tapi jangan harus update terus dong, soale kasian sama hp yg ram nya udah gak cukup kadang harus hapus yg lain"" nya buat aplikasi ini masuk lagi."
5,aplikasi Livin by mandiri sangat membantu saya dalam bertransaksi.
1,"kenapa punya gua eror gak bisa masuk"" tapi punya orang lain engga"
1,aplikasi tidak sesuai harapan..di perbarui malah ga bisa di buka
5,"sangat menunjang, tapi di livin saya tidak bisa pinjam uang, kenapa ya,,livin teman bisa pinjam uang,padaha gaji saya masuk ke bank mandiri"
5,ok
5,sangat membantu sekali untuk transaksi mantap
5,sagat memuaskan
1,livin oh livin gara2 kamu rusak gak usah update2 aja nyebelin livin
1,"setelah update gak bisa login, close Mulu aneh ni apk. giliran di uninstall begitu di install kembali minta login dgn nomor kartu plus otp segala. perasaan kemarin login dgn nomor kartu gak ad otp dah. aneh parah ni apk"
5,tolong dong muncul kan pinjaman di livin mandiri ku. saya Yasmin
5,Bagus semua ada
5,sangat bermanfaat
4,habis update aplikasi gangguan terus
5,"Senang sekali pake Livin by mandiri..semuanya serba simpel sangat mudah. contohnya kemrin habis belli ayam geprek 7porsi truss uang di saku hilang , untuk ada mandiri bisa byar pke qris , hufft gak jadi malu dehhh .😁😁😁"
1,setelah diperbarui aplikasi nggak bisa dibuka karena diberhentikan sendiri
5,good
5,puas pake Livin karna mudah dan enak pemakaian nya
5,sangat puas
5,sangat baik
2,mendingan versi dulu tidak ada chat cs
1,update ulang ngga bisa login
5,luar biasa sangat membantu sekali
5,asik
1,"min TOLONG dikasih notif transfer uang keluar masukk, contoh kayak brimoo.. untuk yg lainnya sih sudah nyman bgt ni apk, tolong diperhatikan lagi di notif"
5,sangat mabatu dngan khdupan q
5,dengan adanya lipin mandiri memudahkan segala nya sukses selalu lipin mandiri
4,saya tidak bisa login
1,proses belum dapat dilanjutkan (RPT-02). belum ada solusi dari bank MANDIRI
5,proses registrasi mudah
1,"Hahaha mobile banking apaan masak setiap malem diatas jam 12 malam mesti bermasalah tolong di perbaiki, transaksi malam lebih sering ini malam troble"
1,kebanyakan gangguan parah
5,sangatt membantu sekalii
2,belum bisa log in
1,opdate apdate wae fasilitas ora malah penak malah ribet
1,jadi ngeri sekarang klw transfer ke bank lain status berhasil ada resitnya bukti email-nya ada tapi uang tidak masuk ke rening yang di tuju untung nominal kecil klw besar amsyong lain kali KLW ada trouble maintenance sejenis apa gtue di kasih notifikasi gagalin transaksi loginya jadi tau lagi ada perbaikan
3,kenapa saldo ovo di livin mandiri 0 padahal dari aplikasi ovo nya sendiri saldonya ada puluhan ribu
5,"pelayanan baik,dan memuaskan"
1,"kartu debit ga ada, buku ga ada, cuma aplikasi doang tp saldo kok kesedot yak ? itu biaya apa keterangan jg ga ada di jelaskan transaksi keluarnya. aneh emang"
5,mudah menggunakan aplikasi ini untuk semua transaksi
5,memuaskan
5,good
1,buruk layanan
5,bagus dan lengkap
2,update yg sekarang aneh bgt masa lagi tlpn ngga bisa transaksi lebih enakan yg dlu dri pada yg sekrng ribet
5,bagus banget
1,"penyakit ga bisa mulu transaksi di jam 23.00 bukan cuma saya doang ternyata banyak kalo darurat bahaya sih, kalo ada bintang 0 gua kasih bintang 0."
1,kebanyakan gangguan
5,mantap
5,kalau mau update apakah saldo di dalam ny aman.....
5,tingkatkan terus
1,error ni livin gak bisa di buka knp ya
1,lambat
5,akun saya kog di blokir
1,apk rusak tiap login ga bisa karna pengembangan sistem ga selsai selesai super apps apaan coba
5,sangat memuaskan
5,sangat membantu untuk informasi dg melalui fasilitas ( apl.Livin'by Mandiri.
5,sangat bagus dan memudahkan segala transaksi
5,bagus bnyk fitur
5,makin bagus
5,saya kasi bintang 5 kerena selama saya pakai Livin selama ini sangat lancar dan tidak lelet
5,mantul
5,sangat di rekomendasikan
5,sya senang skli pki apl ini mka saya beri 5bintang
5,Livin by mandiri Sangat Membantu 🫲
1,kenapa livin ga bs di buka???
1,Lelet...
5,sangat mudah dan cepat
5,sangat membantu sekale
1,keseringan update dn preventif.
5,sangat terbantu kan dengan aplikasi ini
5,mantap
4,terima kasih sangat membantu
5,bermanfaat
5,sangat membantu
5,positip🤣👍👍
5,So so.
2,"Tolong cara mengatasi pembayaran tertunda tapi saldo pengirim sudah terpotong, terlihat jelas di mutasi si pengirim🙏"
2,Sangat bagus
1,aplikasi kaga jelas. di update bukan makin bagus malah makin banyak bug
5,aplikasi yg memudahkan dalam segala hal🥰makasih Mandiri
5,aplikasi sangat memudahkan
1,"jujur malas banget pke aplikasi ini jelek, masa tiap bulan minta di update."
5,cun kalee
5,belum kecewa
1,"bolak balik install uninstall, tp gk bs digunakan, mentok sampe otp sms"
5,mantap
5,sangat nyaman mengunakan Livin by mandiri dan sangat mudah
1,Kok gak bisa update yah
5,"mandiri keren bangett.. kartu atm ke blokir, ga perlu ke cabang lagi bisa buka blokir atau bisa dikirim kartu baru lagi langsung ke kantor.. dikirimnya cepet lagi 3 hari sudah smp kantor😍"
5,cukup Baek
1,aplikasi Livin saya tidak bisa dibuka. . padahal saya ada perlu transaksi. .
5,🥰🥰🥰
5,sangat bagus
5,"sebenarnya bagus polll membantu bgt, sayangnya disuruh update mulu malesss"
5,livin bi mandiri sangat bagus tapi punya saya belum ada menu pinjaman🤣🤣🤣
5,sangat membantu
1,"maaf ,ini Livin apa sedang ada gangguan ya?saya coba log in tidak bisa dan langsung keluar otomatis,ini sudah terjadi sekitar 3 hari yang lalu, terimakasih"
1,kenpa apk gak bisa diinstal
5,sangat dan sangat membantu pengiriman antar bank
5,bagus
5,mempermuda dan simple
5,Livin saya tiba² terdaftar ditabungan rencana padahal saya gak pernah daftar tabungan rencana sama sekali. apakah ada sistem erorr?
5,Bagus
5,"bagus banget aplikasi nya,, saya suka,, semua urusan jadi lancar,,"
5,app ini sangat membantu
1,"(BELUM BERHASIL TERHUBUNG) SAYA MAU LOGIN PESTI ADA BACAAN (BELUM BERHASIL TERHUBUNG) , APK NYA GAK JELAS BANGET"
1,saya quris kok bisa hilang uang saya tapi gagal ngirim
5,sangat membantu
1,susah log in udh uninstall tetep susah😭
5,apk ini sangat bagus dan sangat membantu dalam transaksi.
5,bagus
5,bagus
1,saya buat kartu lewat mbanking mandiri udah 16 hari belum dikirim ini gimana kelanjutan nya ibu/ bapak
1,sangat tidak ramah
5,keren 👍👍 rekomendasi buat semua transaksi
5,Living by mandiri memang mantap...
1,setelah update gak bisa digunakan saat nelpon
1,Semenjak update kartu cc jadi utama dan gak sengaja kepake cc padahal ga mau pake sama sekali. Mana ngirimin kartu cc segala males bgt. Kalo ga ada kewajiban pakai bank ini ga bakal pake. Males bgt
5,bantu banget lah
5,terima kasih sangat membantu
5,bagus sangat membantu. tapi kenapa akhir2 ini ngga bisa masuk ya
1,gak bisa login
5,bagus dan memudahkan
1,"mengapa tiba2 tidak bisa masuk ke livin mandiri, ada kode RPT-02, tolong solusinya, padahal tidak ada penyebab apapun."
5,wow banget
3,dari pagi gak bisa dibuka ya
4,semakin di update..smakin lelet
1,klw jam 12 buat transfer susah trs kadang klw gagal berkali-kali tiba tiba ke blokir
5,bagus
2,lupa password kartu belum dapet .mana udah isi saldoo..gimana ya caranya biar ke buka lagi
3,"Mau buka aplikasi livin tapi tiba-tiba keluar sendiri, padahal belum log in tapu keluar aplikasi.."
1,akun tiba2 tidak dapat diakses. padahal GK ada problem apa pun. sampai sekarang tetep GK bisa jg dibuka
1,ini gimana sih.. aplikasi suruh Update. dah di Update tp ga bs di download. dibuka juga ga bisa. ayo donk segera perbaiki.
5,sangat membantu
1,Lha malah habis udpate minta Akses ke Kontak TLP buat apa coba ??
5,sangat membantu
5,mantap
5,istimewa
5,lebih aman dan nyaman
1,ga bisa d update .. n ga kebuka
5,bagus dan cocok saya pake.
1,"apk gak jelasss, tbtb di blokir mana sulit mau aktifin lagi, padahal sudah dibantu pihak mandiri"
5,livin memuaskan
5,bagus
4,Oke
5,sya sangat terbantu dng ada nya livin ini jdi klw mau cek uang ngak hrs ke bank tau agen terdekat
5,saya sangat terbantu ada nya Livin by mandiri dan saya pelangan dari 2022 saya sangat cinta dengan mandiri pelayanan nya bagus banget ia the best Deah
5,oke
5,keren livin semoga terus berkembang dan mempermudah transaksi
1,kenapa di verifikasi wajah tidak berhasil² padahal udh berkedip tolong diperbaiki lagi
3,"Mohon solusinya dong, sy tf pake livin tdak bisa² malah ada notifikasi ""mohon menggunakan waktu dan tanggal otomatis"" udh ak setting tapi masih ttep g bisa..knapa ya"
5,sangat membantu buat semua orang
5,bagus dan membantu sekali
5,Mantap dan sukses terus
1,"apk rusak,, masukan data KTP aja g bisa"
5,udah enak keamanan lumayan lah enak jg
5,mantap
5,saya daftar livin selalu tidak bisa
5,Mantap
1,"Setelah pengajuan ganti kartu karena kartu lama hilang, sekarang sampai saat ini saya udah terima kartu baru dan mau di aktivasi di levin saat masukan cvv selalu gagal padahal udah sama, jadi bingung saya harus pakai apa klo kartu tidak bisa di aktivasi hadeh tolong lah perbaiki sistem nya"
5,serbaguna untuk transaksi
3,ko aplikasi Livin ga bisa digunakan di xiaomi hyper OS 2
5,"mantap, mudah cepat dan aman.....semoga ttp menjaga dan meningkatkan pelayanan terbaik"
1,"ini gimana ya saya masukan kata sandi nya salah terus, padahal kata sandi nya benar. terus kalau mau masuk lagi harus pake no kartu ATMnya sedangkan kartunya belum datang tolong infonya mana saya mau narik saldonya mohon infonya"
1,saya puas n sngat mnikmati
3,setelah di update mlh susah di buka sihh😥
4,aplikasi yg bnyk manfaatnya is the best pokonamh 🫰
1,"siang siang kok maintenance, kalau ada yang butuh di rumah sakit gak bisa buat transaksi, keburu pasien lebih parah lagy"
5,ada masalah gagal masuk ke aplikasi
1,saya minta tolong kenapa aplikasi Livin' mandiri saya tidak bisa di gunakan
5,Livin Mandiri sangat ok
5,sangat membantu
5,mwahh
5,sangat membantu sekali
5,mantap
5,iidesunee
5,pelayanannya sangat bagus dan ramah
5,"pelayanannya baik, pelan, jelas"
5,sudah baik
5,Mantap
5,semakin lengkap fiturnya
5,pelayananya bagus
5,Mantap
5,luarbiasa bagus
4,sangat memuaskan
5,"mohon maaf,dan minta tolong.kenapa ini aplikasi minta di update terus,sudah di update tp,tidak bisa bisa buka"
5,terbantu
5,mantap
5,good
5,livin keren
2,hoax katanya update pin bisa lewat aplikasi nyatanya masih harus ke kantor cabang juga
5,aplikasi ok
5,livin keren
3,sangat bagus
5,semuanya bagus memudahkan setiap transaksi bisa juga pembayaran kendaraan dan lain2 ttp di jaga kualitasnya semoga semakin baik lagi
5,semakin sukses
4,sangat membantu dan bermanfaat
5,Sangat praktis dan aman...
5,sangat bermanfaat sekali
5,baik mudah transaksi
5,Super apps
5,josss
5,mantap
5,Alhamdulillah cukup puas menikmati layanannya
5,mantapp
5,sangatla membantu aplikasi ini
1,MAKIN SERING TERJADI!!!! kenapa tiap masuk aplikasi malah langsung mental?? gajelas banget masa tiap minggu mesti uninstal-instal ulang.? sumpah ribet banget hiiiiihhhhh geramnyaa
5,"livin saya minta update tapi ga bisa, alasan perangkat anda tidak kompatibel, knp ya, padahal sy sudah android 11"
5,Super apps
5,mantappp
5,super canggih
5,Super Apps
3,tolong jangan di persulit prifikasi wajah nya setiap perifikasi wajah selalu di persulit muka sudh di depann kamera tetap aja susah masuk nya
1,"Setelah melakukan update, Pada saat melakukan transfer antar Bank, notif diemail gagal Transfer dan Saldo sudah terpotong akan tetapi saldo di Rekening Tujuan tidak Masuk. Maaf sementara Bintang 1."
5,Super Apps
5,mantap
5,bagus
1,Maksa bener harus ijinin telepon
5,Super apps
5,"sangat membantu untuk pemula seperti saya,,,,"
5,sangat membantu Terima kasih Bank Mandiri
5,mantap
1,Aplikasi sangat membantu tapi tiba tiba upgrade terus. Dan sekarang gabisa lihat mandiri makmur
5,sangat puas
5,baguss
5,"tolong, pas kita klik mutasi, saldonya jangan keliatan dong"
5,aplikasi mudah
5,sangat memuaskan dan mantap
5,Super apps
5,"aplikasi lancar, memudahkan"
5,mudah
5,super apps
5,sangat...sangat membantu sangat mudah di gunakan dan aman
5,"ga banyak kata ""TOP"""
5,Aplikasi mudah
5,Bagus dan mudah
5,Super apps
5,bagus dan cepat satset
5,Aplikasi mudah untuk transaksi
5,aplikasi baguss dan mudah
5,memuaskan
5,sangat membatu
5,Aplikasi Terbaik
1,"KSM , Sulit"
5,bagus
5,Mantull
5,baik
5,mandiri mantap
5,"TOLONG JANGAN DI HAPUS ULASAN INI, DENGAN ADANYA KASUS BSU DARI BPJS YANG MANA BANYAK MASYARAT TERVERIFIKASI MERIMA BANTUAN DARI PEMERINTAH, UJUNG2NYA REKENING MANDIRI DARI APK INI MALAH ILANG. MASALAH REK ILANG GAK MASALAH,,,,,TAPI BANTUAN DARI PEMERINTAH PUSAT LARINYA KE MANA??????? PADAHAL SUDAH TERVERIFIKASI SEBAGAI PENERIMA,,,,KOK REKENINGNYA MALAH ILANG DARI APK INI?????? BIAR PUSAT JUGA MEMPELAJARI,,,DANA YANG UDAH DI CAIRKAN BAGI MASYARAKAT YANG BERHAK TEPAT SASARAN. PERBAIKI SISTEMNYA."
5,Aplikasinya bagus
5,sangat bermanfaat. 👍
2,"no comment, buat kesal."
1,livin gangguan. udah ke kantor cabang ajamasih GK bisa di buka
5,aplikasinya mudah digunakan
5,Sangat terbantukan dengan adanya pelayanan living
5,apk mantap
1,aplikasi sangat menyusahkan. pengguna samsung banyak yang error update dengan playstore. harus pakai huawei. kadang juga jadi tidak bisa update jadi hrs uninstall install ulang. habis install ulang malah diblokir. kalau memang buat keamanan jangan malah menyusahkan pelanggan. saya jadi terlambat kerja karena ini. saya kecewa sekali
3,"buset udah bolak balik mau login ulang selalu tiba2 keluar aplikasinya , tolonglah ini mandiri gimana"
5,sangat membantu dlm transaksi perbankan.
5,sangat bagus mudah dan cepat
5,"Aplikasi yang aman , modern dan berteknologi canggih . Good 👍"
1,pelayanan bantuan tidak ada respon
4,sangat membantu
5,mantap
5,"sangat mudah mengoperasikannya belanja online terjangkau tidak perlu ribet,dan transaksi lainnya"
5,dgn aplikasi livin ini dlm menabung dn ngcek isi tabungan juga pmbyaran apapun bisa di lakukan lewat livin.
5,sudah semakin bagus dan mudah untuk berbagai transaksi . semoga tetep lancar dan aman
1,"tiba² akun bank saya tidak bisa d akses, maksudnya gmna gak uelas, cuma d suruh telpon call center"
5,memudahkan dalam bertransaksi
5,sangat Memuaskan .Livin Berkah selalu.aku Sangat suka keluargaku semua sama menyukai Livin Mandiri Hebat.5 At 10 bintang 🌟
2,"knp akhir""nie selalu di update trus aplikasi nya bikin pusing"
4,sangat bagus
5,"terimakasih, terbaik"
1,"parah top up pulsa+data saldo potong kouta ghoib,uda sering kaya begini ini emang seriusan gaada tindak lanjut?"
1,"mau tanya Livin saya eror terus saya uninstall terus saya install ulang,, bagaimana cara login karena ketika saya mau login kenapa harus daftar k awal lagi"
5,oke bagus
1,kebanyakan update lah
1,sebagai nasabah sangat kecewa tiba tiba akun terblokir disuruh ke gerai mandiri. hati hati yang menggunakan kartu mandiri
1,"Bisa kerja jadi IT tidak , kalau gak bisa mundur"
4,Sering crash aplikasinya
1,"terlalu sering error apk ini, buat susah orang saja tolong dibantu perbaiki apk ini"
5,sangat membantu
1,"Suka gangguan, tiba-tiba gak bisa melakukan transaksi apapun tanpa pemberitahuan"
5,sy salah tulis sandi sekarang Livin sy g bs di buka mohon bantuannya
1,"aplikasi gak jelas, cuma salah sidik jari aja pakai di blokir, selalu kayak gitu, emng gak jelas ini aplikasi"
1,"kenapa setiap urgent tengah malam , sering banget pemliharan mulu,,"
1,lagi TLP kga bisa dibuka..pengen barcode lemot.. pagimana ini ..makin kemare..makin kesono ke. mendingan versi lama drpd versi baru.
5,luar biasa terimakasih
5,Keren dan ok aplikasinya
5,sangat membantu
5,mantap semoga lancar terusss
3,GK suka sampai jam brp sih offline nya kesel bgt kadang jam 23 udh offline jam 00 dh bisa lg kdg tunggu jam 3 atau jam 4 pagi baru bisa lg
